0.015503482	-0.0050699105	0.022114359	0.028637981	-0.0420086	-0.020668097	0.017691696	0.030596921	-0.013129435	-0.0008683067	-0.0076652993	-0.08229327	0.090510055	-0.05549816	-0.05271422	0.023543146
0.18401101	-0.116834536	-0.0266535	0.1913145	0.1224301	-0.22348124	-0.12714475	0.22412276	-0.16191442	0.07910332	0.0779517	-0.27895245	-0.057987243	0.024249814	-0.1889815	-0.043043885
0.020183535	-0.07142739	0.115109965	0.19107336	0.01945273	-0.09114919	0.0711715	0.1886477	-0.03578705	-0.020901274	-0.029559653	-0.31076646	0.14504495	-0.08737383	-0.16335952	0.024582377
0.03537709	-0.042765595	0.017032433	-0.031926263	0.009192444	0.011221897	-0.032509614	0.015506934	0.007842947	0.04470848	0.004417073	-0.031277955	-0.026351308	-0.019407643	-0.0051748753	0.045316007
0.035360303	-0.007394778	0.07836256	0.17041679	0.022196762	-0.13833803	0.032516338	0.10308154	-0.029787334	0.011066958	-0.0071896515	-0.16278614	0.111990854	-0.02669423	-0.09988049	0.012332539
0.005877182	-0.029087828	0.11905313	0.050404437	-0.07048644	-0.07858465	0.085908495	0.12585366	0.06463405	-0.050920837	-0.077509835	-0.28013054	0.14775434	-0.12143124	-0.012554794	0.091078386
-0.1599402	0.21342139	0.28548443	-0.08208788	-0.21493575	0.06557274	0.19535318	-0.099489436	0.17317767	-0.1504278	-0.2134522	0.018413827	0.31820413	-0.3103187	0.15869282	0.23986827
-0.04633071	0.0096808905	0.1445142	0.028176678	-0.1045691	0.029583894	0.059061468	-0.011400169	0.027345607	-0.06088902	-0.09206439	-0.057251386	0.21845566	-0.13903056	-0.04539678	0.108534776
0.13589494	-0.078512445	0.005158642	0.14707112	0.12751797	-0.13657975	-0.06823198	0.12521501	-0.052501414	0.080803335	0.07791522	-0.20531765	-0.0017201547	0.007689662	-0.12388686	-0.014014824
0.017916916	-0.038447615	0.05538596	0.16677451	-0.07142278	-0.059549715	0.084253855	0.1373851	0.009510872	-0.011865188	-0.017484482	-0.19656333	0.15567139	-0.077474184	-0.043162555	0.032000795
0.12650824	-0.1187252	-0.040295158	0.1301713	0.092080005	-0.103621855	-0.10903182	0.15000497	-0.10866026	0.124089785	0.051524755	-0.18389887	0.017946137	0.0539379	-0.11587951	-0.043209884
-0.07558534	-0.00859411	0.1416439	0.017809222	-0.1396196	-0.03812728	0.1138427	0.039894182	0.04477095	-0.08521269	-0.12889723	-0.20946303	0.12422972	-0.1641952	-0.03987416	0.09251225
0.12064694	-0.0850869	0.009634268	0.14811683	0.04689106	-0.17782095	0.0145222405	0.1984802	-0.029067948	0.07521178	0.040558744	-0.26889956	0.05622442	0.010480531	-0.17117532	0.031706225
-0.022067238	0.061109096	0.09531429	0.12710756	-0.098970145	-0.060076028	0.09059068	0.10794592	0.029862966	-0.051496785	-0.13296752	-0.2340618	0.20693073	-0.10220164	-0.0131367585	0.063040875
0.08862817	0.02121897	0.02860412	0.04458138	-0.018856807	-0.07723872	0.00085294584	0.05929038	0.013829738	0.06761347	0.009847325	-0.12352639	0.060794454	-0.051828623	-0.08472422	-0.015411341
0.04356723	-0.09073127	0.07136029	0.1374072	-0.044709727	-0.10154939	-0.023897067	0.16393363	-0.042338245	0.05678118	-0.0010134518	-0.19173047	0.13752133	-0.027281936	-0.04974904	0.050576065
-0.0019463085	0.060438696	0.16011855	0.059283774	-0.08195024	-0.060032714	0.092858315	0.024365824	0.017880961	-0.08742852	-0.09479498	-0.17256215	0.15904191	-0.13495784	-0.055748552	0.08601163
0.065748386	-0.058327496	0.054731775	0.17735027	0.01994525	-0.10102443	0.023881624	0.18646199	0.015064658	0.07808777	0.024090167	-0.23040296	0.08837262	-0.06591539	-0.10255544	-0.012638962
0.25094202	-0.33622885	-0.19614199	0.33595687	0.32263178	-0.36454585	-0.2619029	0.34457344	-0.25390908	0.2871917	0.2632098	-0.34630787	-0.18389219	0.21322669	-0.309622	-0.24567653
-0.27564067	0.29418945	0.39654785	-0.19831364	-0.35076696	0.25189728	0.28925878	-0.24785754	0.2694873	-0.32397798	-0.3532452	0.26688907	0.3318088	-0.39582315	0.30354896	0.32567745
0.13648768	-0.16907941	-0.05896337	0.24257287	0.07690261	-0.22231066	-0.08101151	0.21396954	-0.11359891	0.059458304	0.030891329	-0.35299382	0.01593906	0.060723227	-0.19853126	-0.024659863
